true,N,fr,pred,correct,d_cvll
step,20,2.0,ramp,0,-0.3124326351794764
step,20,2.0,step,1,0.322043616241082
step,20,2.0,ramp,0,-0.08924420762740937
step,20,2.0,ramp,0,-0.7876641126583337
step,20,2.0,ramp,0,-0.12429474264156681
step,20,2.0,ramp,0,-1.4062218549639098
step,20,2.0,step,1,0.43922738412991436
step,20,2.0,step,1,0.07639637924140885
step,20,2.0,step,1,0.14996759568532525
step,20,2.0,ramp,0,-0.15053554974983285
step,20,2.0,ramp,0,-0.6480212409645816
step,20,5.0,step,1,0.8247923374397459
step,20,5.0,ramp,0,-1.438806598460559
step,20,5.0,ramp,0,-0.14812724879234906
step,20,5.0,step,1,1.6880295766314788
step,20,5.0,step,1,0.0720125133590841
step,20,5.0,ramp,0,-0.16555896569803963
step,20,5.0,ramp,0,-0.04713701791511937
step,20,5.0,step,1,1.1173598282202875
step,20,5.0,ramp,0,-0.055943096370526746
step,20,5.0,ramp,0,-0.22180474372370895
step,20,5.0,ramp,0,-0.5790773397748126
step,20,5.0,step,1,2.0548459669162327
step,20,5.0,step,1,0.51245464374324
step,20,5.0,step,1,0.9504006644865228
step,20,5.0,ramp,0,-0.05712229419219739
step,20,5.0,step,1,0.00030147535562718986
step,20,5.0,step,1,0.0036397273190544865
step,20,5.0,step,1,0.016379730875328846
step,20,5.0,step,1,0.14719631974918457
step,20,5.0,step,1,0.35532031443163703
step,20,5.0,ramp,0,-1.586358295402647
step,20,5.0,step,1,0.11481500680260126
step,20,5.0,ramp,0,-0.8044716141333765
step,20,5.0,step,1,2.169387194133634
step,20,5.0,step,1,0.05878646791791198
step,20,5.0,ramp,0,-0.6606966241624121
step,20,5.0,step,1,0.5405784724354419
step,20,5.0,ramp,0,-0.03359876497732728
step,20,5.0,step,1,1.6360576807906142
step,20,5.0,ramp,0,-0.2782542418126468
step,20,5.0,step,1,0.8507993832790532
step,20,5.0,step,1,0.21138068369879193
step,20,5.0,step,1,3.2035461719914906
step,20,5.0,ramp,0,-0.49269951980332394
step,20,5.0,step,1,2.1500476177340317
step,20,5.0,step,1,1.24542460059849
step,20,5.0,step,1,1.4699825586811102
step,20,5.0,step,1,0.4218006590853065
step,20,5.0,ramp,0,-1.1467516520180254
step,20,5.0,step,1,0.16307650511728866
step,20,5.0,step,1,0.004700330974657163
step,20,5.0,step,1,1.4220112130356313
step,20,5.0,step,1,0.9697562886194504
step,20,5.0,step,1,0.537608338133353
step,20,5.0,ramp,0,-0.06716828819423881
step,20,5.0,step,1,0.22800697347017262
step,20,5.0,ramp,0,-0.5584472477194566
step,20,5.0,ramp,0,-0.7577728429337469
step,20,5.0,step,1,2.8737591951336015
step,20,5.0,step,1,5.492453079052481
step,20,5.0,ramp,0,-0.5621871803848961
step,20,5.0,ramp,0,-0.63161291297601
step,20,5.0,step,1,0.29522241033882324
step,20,5.0,ramp,0,-9.952718761275676
step,20,5.0,step,1,0.6238939986621546
step,20,5.0,ramp,0,-0.45800174109186287
step,20,5.0,ramp,0,-0.31973623483679603
step,20,5.0,step,1,0.44319761078155295
step,20,5.0,step,1,0.24142532147658358
step,20,5.0,step,1,0.5290133490427849
