cell,auc_before,auc_after,n
46448da7-ad7b-4ca8-b3ab-2d1d47439cbf:210,0.858695652173913,0.6863354037267081,102
46448da7-ad7b-4ca8-b3ab-2d1d47439cbf:211,0.3454968944099379,0.4448757763975155,102
46448da7-ad7b-4ca8-b3ab-2d1d47439cbf:218,0.5065993788819876,0.5190217391304348,102
46448da7-ad7b-4ca8-b3ab-2d1d47439cbf:229,0.43905279503105593,0.46506211180124224,102
46448da7-ad7b-4ca8-b3ab-2d1d47439cbf:233,0.4033385093167702,0.49029503105590067,102
46448da7-ad7b-4ca8-b3ab-2d1d47439cbf:255,0.44060559006211175,0.4654503105590062,102
46448da7-ad7b-4ca8-b3ab-2d1d47439cbf:256,0.579580745341615,0.5302795031055901,102
46448da7-ad7b-4ca8-b3ab-2d1d47439cbf:265,0.6510093167701864,0.5838509316770186,102
46448da7-ad7b-4ca8-b3ab-2d1d47439cbf:268,0.4588509316770186,0.4883540372670807,102
46448da7-ad7b-4ca8-b3ab-2d1d47439cbf:272,0.5190217391304348,0.47399068322981364,102
46448da7-ad7b-4ca8-b3ab-2d1d47439cbf:278,0.6180124223602486,0.5927795031055901,102
46448da7-ad7b-4ca8-b3ab-2d1d47439cbf:283,0.3887810559006211,0.4328416149068324,102
46448da7-ad7b-4ca8-b3ab-2d1d47439cbf:304,0.49767080745341613,0.5007763975155279,102
478de1ce-d7e7-4221-9365-2abdc6e88fb6:134,0.39264990328820115,0.4129593810444874,91
478de1ce-d7e7-4221-9365-2abdc6e88fb6:147,0.48887814313346223,0.47195357833655704,91
478de1ce-d7e7-4221-9365-2abdc6e88fb6:150,0.5164410058027079,0.5565764023210831,91
478de1ce-d7e7-4221-9365-2abdc6e88fb6:161,0.5207930367504836,0.5652804642166344,91
478de1ce-d7e7-4221-9365-2abdc6e88fb6:174,0.5125725338491296,0.5435203094777563,91
478de1ce-d7e7-4221-9365-2abdc6e88fb6:178,0.41876208897485495,0.4347195357833656,91
478de1ce-d7e7-4221-9365-2abdc6e88fb6:210,0.5072533849129595,0.5217601547388782,91
478de1ce-d7e7-4221-9365-2abdc6e88fb6:220,0.483558994197292,0.4555125725338492,91
478de1ce-d7e7-4221-9365-2abdc6e88fb6:227,0.36508704061895547,0.4018375241779497,91
478de1ce-d7e7-4221-9365-2abdc6e88fb6:251,0.5534332688588008,0.558027079303675,91
478de1ce-d7e7-4221-9365-2abdc6e88fb6:262,0.45696324951644096,0.4448742746615087,91
478de1ce-d7e7-4221-9365-2abdc6e88fb6:279,0.5764023210831721,0.5783365570599613,91
478de1ce-d7e7-4221-9365-2abdc6e88fb6:283,0.4422147001934236,0.4540618955512573,91
