cell,auc_before,auc_after,n
81ef1ec7-dbcc-410f-9bff-b21a62a909fd:715,0.38725490196078427,0.5024509803921569,46
81ef1ec7-dbcc-410f-9bff-b21a62a909fd:738,0.4387254901960784,0.49264705882352944,46
81ef1ec7-dbcc-410f-9bff-b21a62a909fd:745,0.6666666666666667,0.6102941176470589,46
81ef1ec7-dbcc-410f-9bff-b21a62a909fd:755,0.7622549019607843,0.5759803921568627,46
81ef1ec7-dbcc-410f-9bff-b21a62a909fd:772,0.4191176470588235,0.5269607843137255,46
9150758e-1390-41d1-b426-96675e60dbea:159,0.35835023664638266,0.37953572233491095,138
9150758e-1390-41d1-b426-96675e60dbea:161,0.3448275862068966,0.35023664638269103,138
9150758e-1390-41d1-b426-96675e60dbea:177,0.38269100743745776,0.40184809556006307,138
9150758e-1390-41d1-b426-96675e60dbea:178,0.4766734279918864,0.4836601307189543,138
9150758e-1390-41d1-b426-96675e60dbea:180,0.4210051836826685,0.4306964164976335,138
9150758e-1390-41d1-b426-96675e60dbea:197,0.3867478025693036,0.3939598828036962,138
97207d87-3fcd-4ebb-b0c7-087bdbf8a95c:381,0.4722222222222222,0.4444444444444444,28
97207d87-3fcd-4ebb-b0c7-087bdbf8a95c:395,0.4666666666666667,0.4666666666666667,28
97207d87-3fcd-4ebb-b0c7-087bdbf8a95c:402,0.8444444444444444,0.7166666666666667,28
97207d87-3fcd-4ebb-b0c7-087bdbf8a95c:403,0.36111111111111116,0.4666666666666667,28
97207d87-3fcd-4ebb-b0c7-087bdbf8a95c:409,0.42777777777777776,0.4388888888888889,28
97207d87-3fcd-4ebb-b0c7-087bdbf8a95c:417,0.36666666666666664,0.4111111111111111,28
97207d87-3fcd-4ebb-b0c7-087bdbf8a95c:419,0.5222222222222221,0.47222222222222227,28
97207d87-3fcd-4ebb-b0c7-087bdbf8a95c:425,0.55,0.5611111111111111,28
97207d87-3fcd-4ebb-b0c7-087bdbf8a95c:435,0.4777777777777778,0.4555555555555555,28
97207d87-3fcd-4ebb-b0c7-087bdbf8a95c:477,0.5222222222222223,0.4444444444444445,28
97207d87-3fcd-4ebb-b0c7-087bdbf8a95c:486,0.39444444444444443,0.37777777777777777,28
97207d87-3fcd-4ebb-b0c7-087bdbf8a95c:531,0.36666666666666664,0.3944444444444445,28
97207d87-3fcd-4ebb-b0c7-087bdbf8a95c:554,0.3861111111111111,0.5333333333333333,28
a450558e-195f-44ff-979b-6b6420c9621b:1086,0.6153846153846154,0.7202797202797203,24
a450558e-195f-44ff-979b-6b6420c9621b:1111,0.7972027972027972,0.8601398601398601,24
a450558e-195f-44ff-979b-6b6420c9621b:1132,0.46153846153846156,0.4755244755244755,24
a450558e-195f-44ff-979b-6b6420c9621b:1146,0.7342657342657344,0.7552447552447552,24
a450558e-195f-44ff-979b-6b6420c9621b:1168,0.5454545454545454,0.5384615384615385,24
a450558e-195f-44ff-979b-6b6420c9621b:1171,0.3706293706293706,0.4755244755244755,24
a450558e-195f-44ff-979b-6b6420c9621b:1175,0.3776223776223776,0.44755244755244755,24
a450558e-195f-44ff-979b-6b6420c9621b:1183,0.6293706293706294,0.6433566433566433,24
a450558e-195f-44ff-979b-6b6420c9621b:1185,0.48951048951048953,0.5454545454545455,24
a450558e-195f-44ff-979b-6b6420c9621b:1189,0.3706293706293707,0.3076923076923077,24
a450558e-195f-44ff-979b-6b6420c9621b:1193,0.5104895104895104,0.4265734265734266,24
a450558e-195f-44ff-979b-6b6420c9621b:1198,0.3706293706293706,0.39860139860139865,24
a94a0023-d461-49fa-8cc6-032237039c27:577,0.41414141414141414,0.43434343434343436,20
a94a0023-d461-49fa-8cc6-032237039c27:579,0.5050505050505051,0.4747474747474748,20
a94a0023-d461-49fa-8cc6-032237039c27:624,0.7373737373737375,0.7777777777777778,20
a94a0023-d461-49fa-8cc6-032237039c27:630,0.3232323232323232,0.47474747474747475,20
a94a0023-d461-49fa-8cc6-032237039c27:642,0.6767676767676767,0.6161616161616161,20
a94a0023-d461-49fa-8cc6-032237039c27:652,0.5353535353535354,0.4444444444444445,20
a94a0023-d461-49fa-8cc6-032237039c27:657,0.5151515151515151,0.48484848484848486,20
a94a0023-d461-49fa-8cc6-032237039c27:662,0.6262626262626263,0.6565656565656566,20
a94a0023-d461-49fa-8cc6-032237039c27:663,0.45454545454545453,0.4949494949494949,20
a94a0023-d461-49fa-8cc6-032237039c27:665,0.5,0.5454545454545454,20
a94a0023-d461-49fa-8cc6-032237039c27:681,0.6565656565656566,0.5252525252525253,20
a94a0023-d461-49fa-8cc6-032237039c27:696,0.484848484848485,0.6060606060606061,20
a94a0023-d461-49fa-8cc6-032237039c27:723,0.595959595959596,0.6363636363636364,20
a94a0023-d461-49fa-8cc6-032237039c27:774,0.3838383838383838,0.3434343434343434,20
a94a0023-d461-49fa-8cc6-032237039c27:782,0.5454545454545454,0.6464646464646464,20
