cell,region,fr_window,n,auc_move_none,p_move_none,auc_move_linear,p_move_linear,auc_move_expanded,p_move_expanded,auc_move_pca_expanded,p_move_pca_expanded,dataset
00a824c0-e060-495f-9ebc-79c82fef4c67:58,MRN,28.624736516881995,164,0.5459176029962547,0.3003498250874563,0.5216479400749063,0.6531734132933533,0.5637453183520599,0.16441779110444776,0.5478651685393259,0.2978510744627686,IBL
0143d3fe-79c2-4922-8332-62c3e4e0ba85:160,MRN,13.679727324135914,37,0.42962962962962964,0.5327336331834083,0.48148148148148145,0.8675662168915542,0.5370370370370371,0.7401299350324838,0.48518518518518516,0.9060469765117442,IBL
0143d3fe-79c2-4922-8332-62c3e4e0ba85:183,MRN,14.782704559665994,37,0.44814814814814813,0.6491754122938531,0.46296296296296297,0.7501249375312344,0.5,1.0,0.44814814814814813,0.6276861569215393,IBL
0143d3fe-79c2-4922-8332-62c3e4e0ba85:188,MRN,17.479509551541764,37,0.34074074074074073,0.14442778610694654,0.37037037037037035,0.23938030984507747,0.44074074074074077,0.5972013993003499,0.34814814814814815,0.1619190404797601,IBL
0143d3fe-79c2-4922-8332-62c3e4e0ba85:202,MRN,64.99662313329429,37,0.45925925925925926,0.7116441779110445,0.44814814814814813,0.6281859070464768,0.5185185185185185,0.8745627186406797,0.45925925925925926,0.7306346826586707,IBL
0143d3fe-79c2-4922-8332-62c3e4e0ba85:208,MRN,61.93394124126768,37,0.48518518518518516,0.9060469765117442,0.5555555555555556,0.623688155922039,0.4222222222222222,0.46776611694152925,0.5333333333333333,0.7716141929035483,IBL
0143d3fe-79c2-4922-8332-62c3e4e0ba85:21,SNr,18.470654656108863,37,0.35185185185185186,0.18640679660169915,0.4703703703703704,0.8140929535232384,0.42962962962962964,0.5352323838080959,0.4185185185185185,0.46326836581709147,IBL
0143d3fe-79c2-4922-8332-62c3e4e0ba85:213,MRN,63.26158108185624,37,0.5370370370370371,0.7251374312843578,0.5814814814814815,0.5017491254372813,0.5962962962962963,0.38630684657671166,0.5740740740740741,0.5297351324337831,IBL
0143d3fe-79c2-4922-8332-62c3e4e0ba85:244,MRN,40.64398811896131,37,0.3074074074074074,0.06696651674162919,0.4222222222222222,0.46776611694152925,0.5185185185185185,0.8910544727636182,0.4111111111111111,0.42828585707146427,IBL
0143d3fe-79c2-4922-8332-62c3e4e0ba85:249,MRN,58.40943534464961,37,0.42592592592592593,0.49375312343828087,0.5777777777777777,0.49375312343828087,0.5185185185185185,0.879560219890055,0.5074074074074074,0.9630184907546226,IBL
0143d3fe-79c2-4922-8332-62c3e4e0ba85:42,SNr,12.995720086856196,37,0.37222222222222223,0.2303848075962019,0.3,0.07396301849075462,0.3888888888888889,0.30484757621189407,0.3,0.06296851574212893,IBL
0143d3fe-79c2-4922-8332-62c3e4e0ba85:46,SNr,12.12752420324222,37,0.3592592592592593,0.19090454772613694,0.3851851851851852,0.296351824087956,0.4074074074074074,0.3918040979510245,0.3814814814814815,0.28285857071464265,IBL
01937b3b-8719-43c3-b5bd-14e6b0cf2802:102,GRN,11.55092160887754,63,0.3832199546485261,0.12493753123438281,0.5600907029478458,0.4222888555722139,0.49206349206349204,0.9300349825087456,0.5192743764172335,0.8125937031484258,IBL
01937b3b-8719-43c3-b5bd-14e6b0cf2802:109,GRN,11.548618761250774,63,0.3866213151927438,0.15092453773113443,0.572562358276644,0.3498250874562719,0.5079365079365079,0.9180409795102449,0.5317460317460317,0.6931534232883558,IBL
01937b3b-8719-43c3-b5bd-14e6b0cf2802:115,GRN,21.48229084736048,63,0.5215419501133787,0.8000999500249875,0.4931972789115646,0.936031984007996,0.5056689342403629,0.9450274862568716,0.5022675736961452,0.9810094952523738,IBL
01937b3b-8719-43c3-b5bd-14e6b0cf2802:173,GRN,23.9907503887825,63,0.6439909297052154,0.04997501249375312,0.562358276643991,0.4147926036981509,0.5532879818594104,0.5082458770614693,0.6009070294784581,0.2063968015992004,IBL
01937b3b-8719-43c3-b5bd-14e6b0cf2802:215,IRN,15.304451098751803,63,0.3469387755102041,0.04147926036981509,0.47165532879818595,0.7186406796601699,0.4557823129251701,0.5742128935532234,0.4489795918367347,0.5392303848075962,IBL
01937b3b-8719-43c3-b5bd-14e6b0cf2802:223,IRN,37.91106492822233,63,0.4126984126984127,0.2658670664667666,0.4002267573696145,0.20189905047476261,0.43537414965986393,0.40729635182408797,0.3764172335600907,0.10294852573713144,IBL
01937b3b-8719-43c3-b5bd-14e6b0cf2802:246,IRN,24.899315456693653,63,0.63718820861678,0.07596201899050475,0.6315192743764172,0.0814592703648176,0.5544217687074829,0.5007496251874063,0.691609977324263,0.010994502748625687,IBL
01937b3b-8719-43c3-b5bd-14e6b0cf2802:254,IRN,17.445870087217273,63,0.31065759637188206,0.015492253873063468,0.4875283446712018,0.8800599700149925,0.5136054421768708,0.8605697151424287,0.4489795918367347,0.512743628185907,IBL
01937b3b-8719-43c3-b5bd-14e6b0cf2802:258,IRN,24.492889561779343,63,0.6598639455782312,0.04047976011994003,0.5691609977324263,0.3793103448275862,0.6167800453514739,0.13143428285857073,0.6122448979591837,0.14342828585707146,IBL
01937b3b-8719-43c3-b5bd-14e6b0cf2802:275,IRN,27.420137122756284,63,0.4365079365079365,0.41579210394802596,0.5215419501133787,0.7931034482758621,0.5612244897959183,0.43478260869565216,0.4512471655328798,0.5407296351824088,IBL
